ano;trimestre;categoria;tipo;instituicao_financeira;quantidade_total_de_reclamacoes;quantidade_de_clientes_u_0096_fgc;quantidade_total_de_clientes_u_0096_ccs_e_scr;Trimestre_Ano;Ano_Anterior;Delta_Ano;Banco
2017;4;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;136;125842;590019;4-2017;2016;2017-2016;ORIGINAL
2017;4;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;2;50;16940;4-2017;2016;2017-2016;OURINVEST
2017;4;Menos de quatro milhões de clientes;Conglomerado;PAN;2333;2851;2902862;4-2017;2016;2017-2016;PAN
2017;4;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;319;2885;632966;4-2017;2016;2017-2016;PARANÁ BANCO
2017;4;Menos de quatro milhões de clientes;Conglomerado;PINE;1;2180;5423;4-2017;2016;2017-2016;PINE
2017;4;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;106;0;1401349;4-2017;2016;2017-2016;PORTO SEGURO
2017;4;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;10;4202;17497;4-2017;2016;2017-2016;RENDIMENTO
2017;4;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;5;582;15201;4-2017;2016;2017-2016;RODOBENS
2017;4;Menos de quatro milhões de clientes;Conglomerado;SAFRA;602;96994;1240917;4-2017;2016;2017-2016;SAFRA
2017;4;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;8700;25841987;39649999;4-2017;2016;2017-2016;SANTANDER
2017;4;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;12;409;13696;4-2017;2016;2017-2016;SANTINVEST
2017;4;Menos de quatro milhões de clientes;Conglomerado;SICREDI;3;0;3225631;4-2017;2016;2017-2016;SICREDI
2017;4;Menos de quatro milhões de clientes;Conglomerado;SINOSSERRA;1;5;4524;4-2017;2016;2017-2016;SINOSSERRA
2017;4;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;1;57;1250;4-2017;2016;2017-2016;SOCIETE GENERALE
2017;4;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;3;2370;52049;4-2017;2016;2017-2016;SOCOPA
2017;4;Menos de quatro milhões de clientes;Conglomerado;SOFISA;37;38125;93995;4-2017;2016;2017-2016;SOFISA
2017;4;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;83;629;418638;4-2017;2016;2017-2016;VOLKSWAGEN
2017;4;Menos de quatro milhões de clientes;Conglomerado;VOLVO;4;25;9562;4-2017;2016;2017-2016;VOLVO
2017;4;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;592;3727;4078779;4-2017;2016;2017-2016;VOTORANTIM
2017;4;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;5;1;3;4-2017;2016;2017-2016;WESTERN UNION
2017;4;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;6;0;118495;4-2017;2016;2017-2016;YAMAHA MOTOR
2018;1;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;3;2778;15734;1-2018;2017;2018-2017;ABC-BRASIL
2018;1;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;309;10149;535631;1-2018;2017;2018-2017;AGIPLAN
2018;1;Menos de quatro milhões de clientes;Conglomerado;ALFA;53;0;433039;1-2018;2017;2018-2017;ALFA
2018;1;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;3;74;7184;1-2018;2017;2018-2017;ANDBANK
2018;1;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;46;0;2091208;1-2018;2017;2018-2017;BANCOOB
2018;1;Menos de quatro milhões de clientes;Conglomerado;BANESTES;29;879038;1319406;1-2018;2017;2018-2017;BANESTES
2018;1;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;490;2563823;4585763;1-2018;2017;2018-2017;BANRISUL
2018;1;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;23;0;32369;1-2018;2017;2018-2017;BARIGUI
2018;1;Mais de quatro milhões de clientes;Conglomerado;BB;7932;48018420;62141375;1-2018;2017;2018-2017;BB
2018;1;Menos de quatro milhões de clientes;Conglomerado;BMG;1327;8689;3802746;1-2018;2017;2018-2017;BMG
2018;1;Menos de quatro milhões de clientes;Conglomerado;BMW;2;0;17598;1-2018;2017;2018-2017;BMW
2018;1;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1059;2407;2922450;1-2018;2017;2018-2017;BNP PARIBAS
2018;1;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9247;36606327;94058577;1-2018;2017;2018-2017;BRADESCO
2018;1;Menos de quatro milhões de clientes;Conglomerado;BRASIL PLURAL;1;753;3334;1-2018;2017;2018-2017;BRASIL PLURAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;BRB;497;471241;840363;1-2018;2017;2018-2017;BRB
2018;1;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;3;9208;52841;1-2018;2017;2018-2017;BTG PACTUAL
2018;1;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;11447;77190824;88470270;1-2018;2017;2018-2017;CAIXA ECONÔMICA FEDERAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;CCB;222;2614;311390;1-2018;2017;2018-2017;CCB
2018;1;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;13;3790;557615;1-2018;2017;2018-2017;CITIBANK
2018;1;Menos de quatro milhões de clientes;Conglomerado;CREDIT SUISSE;1;0;0;1-2018;2017;2018-2017;CREDIT SUISSE
2018;1;Menos de quatro milhões de clientes;Conglomerado;CREFISA;144;0;1453238;1-2018;2017;2018-2017;CREFISA
2018;1;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;9;0;1244193;1-2018;2017;2018-2017;DACASA FINANCEIRA
2018;1;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;359;19211;911707;1-2018;2017;2018-2017;DAYCOVAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;GMAC;42;0;429966;1-2018;2017;2018-2017;GMAC
2018;1;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;11;1633;19005;1-2018;2017;2018-2017;GRUPO BONSUCESSO - BS2
2018;1;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;1;0;247171;1-2018;2017;2018-2017;GRUPO ZEMA
2018;1;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;2;0;244433;1-2018;2017;2018-2017;HERVAL - HS
2018;1;Menos de quatro milhões de clientes;Conglomerado;HONDA;20;0;458031;1-2018;2017;2018-2017;HONDA
2018;1;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;16;871;56709;1-2018;2017;2018-2017;INDUSTRIAL DO BRASIL
2018;1;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;1;0;0;1-2018;2017;2018-2017;INDUSVAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;518;187092;680510;1-2018;2017;2018-2017;INTER
2018;1;Mais de quatro milhões de clientes;Conglomerado;ITAU;8278;39809476;74816448;1-2018;2017;2018-2017;ITAU
2018;1;Menos de quatro milhões de clientes;Conglomerado;JOHN DEERE;1;49;13627;1-2018;2017;2018-2017;JOHN DEERE
2018;1;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;3;1495;4790;1-2018;2017;2018-2017;MÁXIMA
2018;1;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;312;1517905;2592156;1-2018;2017;2018-2017;MERCANTIL DO BRASIL
2018;1;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;5;0;22756;1-2018;2017;2018-2017;MERCEDES-BENZ
2018;1;Menos de quatro milhões de clientes;Conglomerado;MODAL;11;1533;4969;1-2018;2017;2018-2017;MODAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;OMNI;90;0;3660025;1-2018;2017;2018-2017;OMNI
2018;1;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;136;125842;660593;1-2018;2017;2018-2017;ORIGINAL
2018;1;Menos de quatro milhões de clientes;Conglomerado;PAN;2170;2851;3029941;1-2018;2017;2018-2017;PAN
2018;1;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;238;2885;634891;1-2018;2017;2018-2017;PARANÁ BANCO
2018;1;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;136;0;1424955;1-2018;2017;2018-2017;PORTO SEGURO
2018;1;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;12;4202;17782;1-2018;2017;2018-2017;RENDIMENTO
2018;1;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;7;582;14878;1-2018;2017;2018-2017;RODOBENS
2018;1;Menos de quatro milhões de clientes;Conglomerado;SAFRA;607;96994;1372972;1-2018;2017;2018-2017;SAFRA
2018;1;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;7756;25841987;40441975;1-2018;2017;2018-2017;SANTANDER
2018;1;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;3;0;13757;1-2018;2017;2018-2017;SANTINVEST
2018;1;Menos de quatro milhões de clientes;Conglomerado;SICREDI;4;0;3345777;1-2018;2017;2018-2017;SICREDI
2018;1;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;9;57;1174;1-2018;2017;2018-2017;SOCIETE GENERALE
2018;1;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;3;2370;52750;1-2018;2017;2018-2017;SOCOPA
2018;1;Menos de quatro milhões de clientes;Conglomerado;SOFISA;13;38125;103132;1-2018;2017;2018-2017;SOFISA
2018;1;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;48;0;394350;1-2018;2017;2018-2017;VOLKSWAGEN
2018;1;Menos de quatro milhões de clientes;Conglomerado;VOLVO;2;0;9273;1-2018;2017;2018-2017;VOLVO
2018;1;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;543;3727;4071209;1-2018;2017;2018-2017;VOTORANTIM
2018;1;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;7;1;3;1-2018;2017;2018-2017;WESTERN UNION
2018;1;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;7;0;123136;1-2018;2017;2018-2017;YAMAHA MOTOR
2018;2;Menos de quatro milhões de clientes;Conglomerado;ABC-BRASIL;2;2778;15746;2-2018;2017;2018-2017;ABC-BRASIL
2018;2;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;477;10149;696523;2-2018;2017;2018-2017;AGIPLAN
2018;2;Menos de quatro milhões de clientes;Conglomerado;ALFA;73;0;425588;2-2018;2017;2018-2017;ALFA
2018;2;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;5;74;7307;2-2018;2017;2018-2017;ANDBANK
2018;2;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;58;0;2189432;2-2018;2017;2018-2017;BANCOOB
2018;2;Menos de quatro milhões de clientes;Conglomerado;BANESTES;46;879038;1233897;2-2018;2017;2018-2017;BANESTES
2018;2;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;600;2563823;4628899;2-2018;2017;2018-2017;BANRISUL
2018;2;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;21;0;32290;2-2018;2017;2018-2017;BARIGUI
2018;2;Mais de quatro milhões de clientes;Conglomerado;BB;8728;48018420;62371119;2-2018;2017;2018-2017;BB
2018;2;Menos de quatro milhões de clientes;Conglomerado;BMG;1391;8689;3680899;2-2018;2017;2018-2017;BMG
2018;2;Menos de quatro milhões de clientes;Conglomerado;BMW;1;0;20377;2-2018;2017;2018-2017;BMW
2018;2;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1289;2407;2976817;2-2018;2017;2018-2017;BNP PARIBAS
2018;2;Menos de quatro milhões de clientes;Conglomerado;BOCOM;1;1127;13984;2-2018;2017;2018-2017;BOCOM
2018;2;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9418;36606327;94813604;2-2018;2017;2018-2017;BRADESCO
2018;2;Menos de quatro milhões de clientes;Conglomerado;BRASIL PLURAL;1;753;3460;2-2018;2017;2018-2017;BRASIL PLURAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;BRB;414;471241;852744;2-2018;2017;2018-2017;BRB
2018;2;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;3;9208;104582;2-2018;2017;2018-2017;BTG PACTUAL
2018;2;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;11615;77190824;89400030;2-2018;2017;2018-2017;CAIXA ECONÔMICA FEDERAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;CAIXA GERAL;1;749;1598;2-2018;2017;2018-2017;CAIXA GERAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;CCB;195;2614;297336;2-2018;2017;2018-2017;CCB
2018;2;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;15;3790;312172;2-2018;2017;2018-2017;CITIBANK
2018;2;Menos de quatro milhões de clientes;Conglomerado;CREFISA;160;0;1505745;2-2018;2017;2018-2017;CREFISA
2018;2;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;17;0;1262583;2-2018;2017;2018-2017;DACASA FINANCEIRA
2018;2;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;328;19211;906680;2-2018;2017;2018-2017;DAYCOVAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;GMAC;78;0;415584;2-2018;2017;2018-2017;GMAC
2018;2;Menos de quatro milhões de clientes;Conglomerado;GOLCRED;1;0;8423;2-2018;2017;2018-2017;GOLCRED
2018;2;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;4;1633;18199;2-2018;2017;2018-2017;GRUPO BONSUCESSO - BS2
2018;2;Menos de quatro milhões de clientes;Conglomerado;GRUPO ZEMA;2;0;258443;2-2018;2017;2018-2017;GRUPO ZEMA
2018;2;Menos de quatro milhões de clientes;Conglomerado;HONDA;27;0;460271;2-2018;2017;2018-2017;HONDA
2018;2;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;16;871;56260;2-2018;2017;2018-2017;INDUSTRIAL DO BRASIL
2018;2;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;4;2161;4825;2-2018;2017;2018-2017;INDUSVAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;577;187092;861544;2-2018;2017;2018-2017;INTER
2018;2;Mais de quatro milhões de clientes;Conglomerado;ITAU;8346;39809476;75682726;2-2018;2017;2018-2017;ITAU
2018;2;Menos de quatro milhões de clientes;Conglomerado;JP MORGAN CHASE;1;671;3768;2-2018;2017;2018-2017;JP MORGAN CHASE
2018;2;Menos de quatro milhões de clientes;Conglomerado;LECCA;2;0;23004;2-2018;2017;2018-2017;LECCA
2018;2;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;338;1517905;2625460;2-2018;2017;2018-2017;MERCANTIL DO BRASIL
2018;2;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;2;0;22317;2-2018;2017;2018-2017;MERCEDES-BENZ
2018;2;Menos de quatro milhões de clientes;Conglomerado;MODAL;6;1533;5086;2-2018;2017;2018-2017;MODAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;OMNI;88;0;3667584;2-2018;2017;2018-2017;OMNI
2018;2;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;115;125842;692442;2-2018;2017;2018-2017;ORIGINAL
2018;2;Menos de quatro milhões de clientes;Conglomerado;OURINVEST;2;50;18958;2-2018;2017;2018-2017;OURINVEST
2018;2;Menos de quatro milhões de clientes;Conglomerado;PAN;2401;2851;3103578;2-2018;2017;2018-2017;PAN
2018;2;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;356;2885;508390;2-2018;2017;2018-2017;PARANÁ BANCO
2018;2;Menos de quatro milhões de clientes;Conglomerado;PINE;1;2180;6132;2-2018;2017;2018-2017;PINE
2018;2;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;173;0;1438338;2-2018;2017;2018-2017;PORTO SEGURO
2018;2;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;8;4202;17587;2-2018;2017;2018-2017;RENDIMENTO
2018;2;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;14;582;14593;2-2018;2017;2018-2017;RODOBENS
2018;2;Menos de quatro milhões de clientes;Conglomerado;SAFRA;959;96981;1504563;2-2018;2017;2018-2017;SAFRA
2018;2;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;8467;25841987;41311632;2-2018;2017;2018-2017;SANTANDER
2018;2;Menos de quatro milhões de clientes;Conglomerado;SANTINVEST;5;0;14082;2-2018;2017;2018-2017;SANTINVEST
2018;2;Menos de quatro milhões de clientes;Conglomerado;SCANIA;1;0;3960;2-2018;2017;2018-2017;SCANIA
2018;2;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;10;57;1094;2-2018;2017;2018-2017;SOCIETE GENERALE
2018;2;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;2;2370;53495;2-2018;2017;2018-2017;SOCOPA
2018;2;Menos de quatro milhões de clientes;Conglomerado;SOFISA;11;38125;113356;2-2018;2017;2018-2017;SOFISA
2018;2;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;63;0;379863;2-2018;2017;2018-2017;VOLKSWAGEN
2018;2;Menos de quatro milhões de clientes;Conglomerado;VOLVO;7;0;9174;2-2018;2017;2018-2017;VOLVO
2018;2;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;699;3727;4465765;2-2018;2017;2018-2017;VOTORANTIM
2018;2;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;32;1;3;2-2018;2017;2018-2017;WESTERN UNION
2018;2;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;11;0;129081;2-2018;2017;2018-2017;YAMAHA MOTOR
2018;3;Menos de quatro milhões de clientes;Conglomerado;AGIPLAN;541;34664;892307;3-2018;2017;2018-2017;AGIPLAN
2018;3;Menos de quatro milhões de clientes;Conglomerado;ALFA;96;0;415592;3-2018;2017;2018-2017;ALFA
2018;3;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;9;0;7900;3-2018;2017;2018-2017;ANDBANK
2018;3;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;42;0;2293999;3-2018;2017;2018-2017;BANCOOB
2018;3;Menos de quatro milhões de clientes;Conglomerado;BANESTES;40;862259;1239517;3-2018;2017;2018-2017;BANESTES
2018;3;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;637;2510314;4614851;3-2018;2017;2018-2017;BANRISUL
2018;3;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;29;0;32083;3-2018;2017;2018-2017;BARIGUI
2018;3;Mais de quatro milhões de clientes;Conglomerado;BB;8047;40039565;63027888;3-2018;2017;2018-2017;BB
2018;3;Menos de quatro milhões de clientes;Conglomerado;BMG;1116;23187;3781509;3-2018;2017;2018-2017;BMG
2018;3;Menos de quatro milhões de clientes;Conglomerado;BMW;4;0;20034;3-2018;2017;2018-2017;BMW
2018;3;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1174;490095;3040090;3-2018;2017;2018-2017;BNP PARIBAS
2018;3;Menos de quatro milhões de clientes;Conglomerado;BNY MELLON;1;1605;39785;3-2018;2017;2018-2017;BNY MELLON
2018;3;Menos de quatro milhões de clientes;Conglomerado;BOCOM;1;1186;12454;3-2018;2017;2018-2017;BOCOM
2018;3;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;9484;33849746;95352320;3-2018;2017;2018-2017;BRADESCO
2018;3;Menos de quatro milhões de clientes;Conglomerado;BRASIL PLURAL;1;833;3585;3-2018;2017;2018-2017;BRASIL PLURAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;BRB;332;471960;863203;3-2018;2017;2018-2017;BRB
2018;3;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;3;11626;108213;3-2018;2017;2018-2017;BTG PACTUAL
2018;3;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;10955;79022308;90088307;3-2018;2017;2018-2017;CAIXA ECONÔMICA FEDERAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;CAIXA GERAL;1;665;1378;3-2018;2017;2018-2017;CAIXA GERAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;CCB;173;2206;284363;3-2018;2017;2018-2017;CCB
2018;3;Menos de quatro milhões de clientes;Conglomerado;CITIBANK;7;3410;25345;3-2018;2017;2018-2017;CITIBANK
2018;3;Menos de quatro milhões de clientes;Conglomerado;CREFISA;172;0;1539033;3-2018;2017;2018-2017;CREFISA
2018;3;Menos de quatro milhões de clientes;Conglomerado;DACASA FINANCEIRA;16;0;1289777;3-2018;2017;2018-2017;DACASA FINANCEIRA
2018;3;Menos de quatro milhões de clientes;Conglomerado;DAYCOVAL;502;20838;908013;3-2018;2017;2018-2017;DAYCOVAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;GMAC;62;0;398259;3-2018;2017;2018-2017;GMAC
2018;3;Menos de quatro milhões de clientes;Conglomerado;GRUPO BONSUCESSO - BS2;4;1685;16974;3-2018;2017;2018-2017;GRUPO BONSUCESSO - BS2
2018;3;Menos de quatro milhões de clientes;Conglomerado;HERVAL - HS;1;0;235292;3-2018;2017;2018-2017;HERVAL - HS
2018;3;Menos de quatro milhões de clientes;Conglomerado;HONDA;31;0;467505;3-2018;2017;2018-2017;HONDA
2018;3;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;37;886;57673;3-2018;2017;2018-2017;INDUSTRIAL DO BRASIL
2018;3;Menos de quatro milhões de clientes;Conglomerado;INDUSVAL;4;0;0;3-2018;2017;2018-2017;INDUSVAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;INTERMEDIUM;859;358951;1127388;3-2018;2017;2018-2017;INTER
2018;3;Mais de quatro milhões de clientes;Conglomerado;ITAU;8798;40632385;76590668;3-2018;2017;2018-2017;ITAU
2018;3;Menos de quatro milhões de clientes;Conglomerado;LECCA;3;0;23396;3-2018;2017;2018-2017;LECCA
2018;3;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;1;1423;4674;3-2018;2017;2018-2017;MÁXIMA
2018;3;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;245;1612995;2671375;3-2018;2017;2018-2017;MERCANTIL DO BRASIL
2018;3;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;1;0;21734;3-2018;2017;2018-2017;MERCEDES-BENZ
2018;3;Menos de quatro milhões de clientes;Conglomerado;MODAL;3;1448;5097;3-2018;2017;2018-2017;MODAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;OMNI;135;0;3677861;3-2018;2017;2018-2017;OMNI
2018;3;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;192;147589;719512;3-2018;2017;2018-2017;ORIGINAL
2018;3;Menos de quatro milhões de clientes;Conglomerado;PAN;2705;4010;3129779;3-2018;2017;2018-2017;PAN
2018;3;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;306;3042;499202;3-2018;2017;2018-2017;PARANÁ BANCO
2018;3;Menos de quatro milhões de clientes;Conglomerado;PINE;1;2432;6541;3-2018;2017;2018-2017;PINE
2018;3;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;184;0;1456481;3-2018;2017;2018-2017;PORTO SEGURO
2018;3;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;11;4704;18374;3-2018;2017;2018-2017;RENDIMENTO
2018;3;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;10;593;14033;3-2018;2017;2018-2017;RODOBENS
2018;3;Menos de quatro milhões de clientes;Conglomerado;SAFRA;972;108814;1627532;3-2018;2017;2018-2017;SAFRA
2018;3;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;7950;26814925;42206739;3-2018;2017;2018-2017;SANTANDER
2018;3;Menos de quatro milhões de clientes;Conglomerado;SICREDI;5;0;3647185;3-2018;2017;2018-2017;SICREDI
2018;3;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;7;54;1060;3-2018;2017;2018-2017;SOCIETE GENERALE
2018;3;Menos de quatro milhões de clientes;Conglomerado;SOCOPA;2;2415;54416;3-2018;2017;2018-2017;SOCOPA
2018;3;Menos de quatro milhões de clientes;Conglomerado;SOFISA;26;43968;124732;3-2018;2017;2018-2017;SOFISA
2018;3;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;84;0;370813;3-2018;2017;2018-2017;VOLKSWAGEN
2018;3;Menos de quatro milhões de clientes;Conglomerado;VOLVO;2;0;8889;3-2018;2017;2018-2017;VOLVO
2018;3;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;816;8966;4562852;3-2018;2017;2018-2017;VOTORANTIM
2018;3;Menos de quatro milhões de clientes;Conglomerado;VR;1;29;74;3-2018;2017;2018-2017;VR
2018;3;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;9;1;3;3-2018;2017;2018-2017;WESTERN UNION
2018;3;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;9;0;135010;3-2018;2017;2018-2017;YAMAHA MOTOR
2018;4;Menos de quatro milhões de clientes;Conglomerado;AGIBANK;484;34664;1075581;4-2018;2017;2018-2017;AGIBANK
2018;4;Menos de quatro milhões de clientes;Conglomerado;ALFA;87;0;411710;4-2018;2017;2018-2017;ALFA
2018;4;Menos de quatro milhões de clientes;Conglomerado;ANDBANK;3;0;8203;4-2018;2017;2018-2017;ANDBANK
2018;4;Menos de quatro milhões de clientes;Conglomerado;BANCOOB;74;0;2412762;4-2018;2017;2018-2017;BANCOOB
2018;4;Menos de quatro milhões de clientes;Conglomerado;BANESTES;36;862259;1243939;4-2018;2017;2018-2017;BANESTES
2018;4;Mais de quatro milhões de clientes;Conglomerado;BANRISUL;713;2510314;4713393;4-2018;2017;2018-2017;BANRISUL
2018;4;Menos de quatro milhões de clientes;Conglomerado;BARIGUI;20;0;32086;4-2018;2017;2018-2017;BARIGUI
2018;4;Mais de quatro milhões de clientes;Conglomerado;BB;7830;40039565;63432189;4-2018;2017;2018-2017;BB
2018;4;Menos de quatro milhões de clientes;Conglomerado;BMG;1096;23187;3892117;4-2018;2017;2018-2017;BMG
2018;4;Menos de quatro milhões de clientes;Conglomerado;BMW;4;0;20052;4-2018;2017;2018-2017;BMW
2018;4;Menos de quatro milhões de clientes;Conglomerado;BNP PARIBAS;1274;490095;3017045;4-2018;2017;2018-2017;BNP PARIBAS
2018;4;Menos de quatro milhões de clientes;Conglomerado;BOFA MERRILL LYNCH;2;712;1861;4-2018;2017;2018-2017;BOFA MERRILL LYNCH
2018;4;Mais de quatro milhões de clientes;Conglomerado;BRADESCO;10097;33849746;96142413;4-2018;2017;2018-2017;BRADESCO
2018;4;Menos de quatro milhões de clientes;Conglomerado;BRASIL PLURAL;1;833;3809;4-2018;2017;2018-2017;BRASIL PLURAL
2018;4;Menos de quatro milhões de clientes;Conglomerado;BRB;397;471960;868443;4-2018;2017;2018-2017;BRB
2018;4;Menos de quatro milhões de clientes;Conglomerado;BTG PACTUAL;2;11626;123401;4-2018;2017;2018-2017;BTG PACTUAL
2018;4;Mais de quatro milhões de clientes;Conglomerado;CAIXA ECONÔMICA FEDERAL;9757;79022308;90926718;4-2018;2017;2018-2017;CAIXA ECONÔMICA FEDERAL
2018;4;Menos de quatro milhões de clientes;Conglomerado;CCB;131;2206;275986;4-2018;2017;2018-2017;CCB
