ano;trimestre;categoria;tipo;instituicao_financeira;quantidade_total_de_reclamacoes;quantidade_de_clientes_u_0096_fgc;quantidade_total_de_clientes_u_0096_ccs_e_scr;Trimestre_Ano;Ano_Anterior;Delta_Ano;Banco
2020;3;Menos de quatro milhões de clientes;Conglomerado;HONDA;53;0;466565;3-2020;2019;2020-2019;HONDA
2020;3;Menos de quatro milhões de clientes;Conglomerado;INDUSTRIAL DO BRASIL;55;0;62754;3-2020;2019;2020-2019;INDUSTRIAL DO BRASIL
2020;3;Mais de quatro milhões de clientes;Conglomerado;INTER;1699;0;6875798;3-2020;2019;2020-2019;INTER
2020;3;Mais de quatro milhões de clientes;Conglomerado;ITAU;10657;0;83164395;3-2020;2019;2020-2019;ITAU
2020;3;Menos de quatro milhões de clientes;Conglomerado;LECCA;12;0;25470;3-2020;2019;2020-2019;LECCA
2020;3;Menos de quatro milhões de clientes;Conglomerado;MÁXIMA;85;0;121263;3-2020;2019;2020-2019;MÁXIMA
2020;3;Menos de quatro milhões de clientes;Conglomerado;MERCANTIL DO BRASIL;329;0;3281816;3-2020;2019;2020-2019;MERCANTIL DO BRASIL
2020;3;Menos de quatro milhões de clientes;Conglomerado;MERCEDES-BENZ;7;0;20996;3-2020;2019;2020-2019;MERCEDES-BENZ
2020;3;Menos de quatro milhões de clientes;Conglomerado;MODAL;289;0;905571;3-2020;2019;2020-2019;MODAL
2020;3;Mais de quatro milhões de clientes;Conglomerado;NUBANK;17;0;7935364;3-2020;2019;2020-2019;NUBANK
2020;3;Mais de quatro milhões de clientes;Conglomerado;OMNI;166;0;4569483;3-2020;2019;2020-2019;OMNI
2020;3;Menos de quatro milhões de clientes;Conglomerado;ORIGINAL;901;0;3369592;3-2020;2019;2020-2019;ORIGINAL
2020;3;Menos de quatro milhões de clientes;Conglomerado;PAGBANK-PAGSEGURO;3;0;1388670;3-2020;2019;2020-2019;PAGBANK-PAGSEGURO
2020;3;Mais de quatro milhões de clientes;Conglomerado;PAN;5095;0;5733561;3-2020;2019;2020-2019;PAN
2020;3;Menos de quatro milhões de clientes;Conglomerado;PARANÁ BANCO;530;0;464786;3-2020;2019;2020-2019;PARANÁ BANCO
2020;3;Menos de quatro milhões de clientes;Conglomerado;PINE;5;0;11124;3-2020;2019;2020-2019;PINE
2020;3;Menos de quatro milhões de clientes;Conglomerado;PLURAL;2;0;5196;3-2020;2019;2020-2019;PLURAL
2020;3;Menos de quatro milhões de clientes;Conglomerado;PORTO SEGURO;307;0;2531276;3-2020;2019;2020-2019;PORTO SEGURO
2020;3;Menos de quatro milhões de clientes;Conglomerado;RENDIMENTO;18;0;23240;3-2020;2019;2020-2019;RENDIMENTO
2020;3;Menos de quatro milhões de clientes;Conglomerado;RODOBENS;4;0;12960;3-2020;2019;2020-2019;RODOBENS
2020;3;Menos de quatro milhões de clientes;Conglomerado;SAFRA;2882;0;2748317;3-2020;2019;2020-2019;SAFRA
2020;3;Mais de quatro milhões de clientes;Conglomerado;SANTANDER;9604;0;50180892;3-2020;2019;2020-2019;SANTANDER
2020;3;Mais de quatro milhões de clientes;Conglomerado;SICREDI;3;0;5197523;3-2020;2019;2020-2019;SICREDI
2020;3;Menos de quatro milhões de clientes;Conglomerado;SINOSSERRA;2;0;7849;3-2020;2019;2020-2019;SINOSSERRA
2020;3;Menos de quatro milhões de clientes;Conglomerado;SOCIETE GENERALE;3;0;714;3-2020;2019;2020-2019;SOCIETE GENERALE
2020;3;Menos de quatro milhões de clientes;Conglomerado;SOFISA;80;0;273589;3-2020;2019;2020-2019;SOFISA
2020;3;Menos de quatro milhões de clientes;Conglomerado;SOROCRED;55;0;491804;3-2020;2019;2020-2019;SOROCRED
2020;3;Menos de quatro milhões de clientes;Conglomerado;VOLKSWAGEN;118;0;388049;3-2020;2019;2020-2019;VOLKSWAGEN
2020;3;Menos de quatro milhões de clientes;Conglomerado;VOLVO;3;0;7713;3-2020;2019;2020-2019;VOLVO
2020;3;Mais de quatro milhões de clientes;Conglomerado;VOTORANTIM;890;0;10966653;3-2020;2019;2020-2019;VOTORANTIM
2020;3;Menos de quatro milhões de clientes;Conglomerado;WESTERN UNION;3;0;1;3-2020;2019;2020-2019;WESTERN UNION
2020;3;Menos de quatro milhões de clientes;Conglomerado;YAMAHA MOTOR;27;0;190240;3-2020;2019;2020-2019;YAMAHA MOTOR
2020;4;Grupo Secundário;Conglomerado;ABC-BRASIL;2;0;25273;4-2020;2019;2020-2019;ABC-BRASIL
2020;4;Grupo Secundário;Conglomerado;AGIBANK;295;0;1021954;4-2020;2019;2020-2019;AGIBANK
2020;4;Grupo Secundário;Conglomerado;ALFA;87;0;413132;4-2020;2019;2020-2019;ALFA
2020;4;Grupo Secundário;Conglomerado;ANDBANK;1;0;4309;4-2020;2019;2020-2019;ANDBANK
2020;4;Grupo Secundário;Conglomerado;BANCOOB;42;0;4382389;4-2020;2019;2020-2019;BANCOOB
2020;4;Grupo Secundário;Conglomerado;BANESTES;83;0;1324663;4-2020;2019;2020-2019;BANESTES
2020;4;Grupo Secundário;Conglomerado;BANRISUL;601;0;5127105;4-2020;2019;2020-2019;BANRISUL
2020;4;Grupo Secundário;Conglomerado;BARIGUI;23;0;29053;4-2020;2019;2020-2019;BARIGUI
2020;4;Top 10;Conglomerado;BB;7895;0;69012481;4-2020;2019;2020-2019;BB
2020;4;Grupo Secundário;Conglomerado;BMG;2879;0;6051361;4-2020;2019;2020-2019;BMG
2020;4;Grupo Secundário;Conglomerado;BMW;4;0;27918;4-2020;2019;2020-2019;BMW
2020;4;Grupo Secundário;Conglomerado;BNP PARIBAS;1136;0;2524748;4-2020;2019;2020-2019;BNP PARIBAS
2020;4;Top 10;Conglomerado;BRADESCO;11456;0;99362077;4-2020;2019;2020-2019;BRADESCO
2020;4;Grupo Secundário;Conglomerado;BRB;422;0;1031692;4-2020;2019;2020-2019;BRB
2020;4;Grupo Secundário;Conglomerado;BTG PACTUAL;25;0;577341;4-2020;2019;2020-2019;BTG PACTUAL
2020;4;Grupo Secundário;Conglomerado;C6 BANK;8441;0;4384238;4-2020;2019;2020-2019;C6 BANK
2020;4;Top 10;Conglomerado;CAIXA ECONÔMICA FEDERAL;22451;0;143971402;4-2020;2019;2020-2019;CAIXA ECONÔMICA FEDERAL
2020;4;Grupo Secundário;Conglomerado;CCB;130;0;233426;4-2020;2019;2020-2019;CCB
2020;4;Grupo Secundário;Conglomerado;CITIBANK;10;0;18055;4-2020;2019;2020-2019;CITIBANK
2020;4;Grupo Secundário;Conglomerado;CREFISA;326;0;2103967;4-2020;2019;2020-2019;CREFISA
2020;4;Grupo Secundário;Conglomerado;DAYCOVAL;956;0;1197696;4-2020;2019;2020-2019;DAYCOVAL
2020;4;Grupo Secundário;Conglomerado;GAZIN;4;0;34215;4-2020;2019;2020-2019;GAZIN
2020;4;Grupo Secundário;Conglomerado;GM;32;0;315323;4-2020;2019;2020-2019;GM
2020;4;Grupo Secundário;Conglomerado;GRUPO BONSUCESSO - BS2;130;0;671638;4-2020;2019;2020-2019;GRUPO BONSUCESSO - BS2
2020;4;Grupo Secundário;Conglomerado;GRUPO ZEMA;7;0;430720;4-2020;2019;2020-2019;GRUPO ZEMA
2020;4;Grupo Secundário;Conglomerado;HERVAL - HS;3;0;199008;4-2020;2019;2020-2019;HERVAL - HS
2020;4;Grupo Secundário;Conglomerado;HONDA;9;0;457389;4-2020;2019;2020-2019;HONDA
2020;4;Grupo Secundário;Conglomerado;INDUSTRIAL DO BRASIL;39;0;62334;4-2020;2019;2020-2019;INDUSTRIAL DO BRASIL
2020;4;Top 10;Conglomerado;INTER;1634;0;8069837;4-2020;2019;2020-2019;INTER
2020;4;Top 10;Conglomerado;ITAU;11713;0;83674760;4-2020;2019;2020-2019;ITAU
2020;4;Grupo Secundário;Conglomerado;LECCA;5;0;1112;4-2020;2019;2020-2019;LECCA
2020;4;Grupo Secundário;Conglomerado;MÁXIMA;91;0;105185;4-2020;2019;2020-2019;MÁXIMA
2020;4;Grupo Secundário;Conglomerado;MERCANTIL DO BRASIL;266;0;3350261;4-2020;2019;2020-2019;MERCANTIL DO BRASIL
2020;4;Grupo Secundário;Conglomerado;MODAL;91;0;980579;4-2020;2019;2020-2019;MODAL
2020;4;Top 10;Conglomerado;NUBANK;7;0;10124543;4-2020;2019;2020-2019;NUBANK
2020;4;Grupo Secundário;Conglomerado;OMNI;139;0;4606413;4-2020;2019;2020-2019;OMNI
2020;4;Grupo Secundário;Conglomerado;ORIGINAL;757;0;3624293;4-2020;2019;2020-2019;ORIGINAL
2020;4;Grupo Secundário;Conglomerado;PAGBANK-PAGSEGURO;5;0;1816868;4-2020;2019;2020-2019;PAGBANK-PAGSEGURO
2020;4;Grupo Secundário;Conglomerado;PAN;7614;0;7081960;4-2020;2019;2020-2019;PAN
2020;4;Grupo Secundário;Conglomerado;PARANÁ BANCO;793;0;481712;4-2020;2019;2020-2019;PARANÁ BANCO
2020;4;Grupo Secundário;Conglomerado;PINE;3;0;11580;4-2020;2019;2020-2019;PINE
2020;4;Grupo Secundário;Conglomerado;PLURAL;2;0;5391;4-2020;2019;2020-2019;PLURAL
2020;4;Grupo Secundário;Conglomerado;PORTO SEGURO;174;0;2619755;4-2020;2019;2020-2019;PORTO SEGURO
2020;4;Grupo Secundário;Conglomerado;RENDIMENTO;5;0;24387;4-2020;2019;2020-2019;RENDIMENTO
2020;4;Grupo Secundário;Conglomerado;RODOBENS;4;0;13380;4-2020;2019;2020-2019;RODOBENS
2020;4;Grupo Secundário;Conglomerado;SAFRA;2905;0;3041720;4-2020;2019;2020-2019;SAFRA
2020;4;Top 10;Conglomerado;SANTANDER;8977;0;50947844;4-2020;2019;2020-2019;SANTANDER
2020;4;Grupo Secundário;Conglomerado;SICREDI;4;0;5384094;4-2020;2019;2020-2019;SICREDI
2020;4;Grupo Secundário;Conglomerado;SOFISA;47;0;296505;4-2020;2019;2020-2019;SOFISA
2020;4;Grupo Secundário;Conglomerado;SOROCRED;61;0;635288;4-2020;2019;2020-2019;SOROCRED
2020;4;Grupo Secundário;Conglomerado;UBS;1;0;0;4-2020;2019;2020-2019;UBS
2020;4;Grupo Secundário;Conglomerado;VOLKSWAGEN;56;0;385252;4-2020;2019;2020-2019;VOLKSWAGEN
2020;4;Grupo Secundário;Conglomerado;VOLVO;2;0;7736;4-2020;2019;2020-2019;VOLVO
2020;4;Top 10;Conglomerado;VOTORANTIM;661;0;13112975;4-2020;2019;2020-2019;VOTORANTIM
2020;4;Grupo Secundário;Conglomerado;WESTERN UNION;17;0;1;4-2020;2019;2020-2019;WESTERN UNION
2020;4;Grupo Secundário;Conglomerado;YAMAHA MOTOR;15;0;194991;4-2020;2019;2020-2019;YAMAHA MOTOR
2021;1;Grupo Secundário;Conglomerado;ABC-BRASIL;9;0;26230;1-2021;2020;2021-2020;ABC-BRASIL
2021;1;Grupo Secundário;Conglomerado;AGIBANK;271;0;1058431;1-2021;2020;2021-2020;AGIBANK
2021;1;Grupo Secundário;Conglomerado;ALFA;73;0;412135;1-2021;2020;2021-2020;ALFA
2021;1;Grupo Secundário;Conglomerado;ANDBANK;3;0;4383;1-2021;2020;2021-2020;ANDBANK
2021;1;Grupo Secundário;Conglomerado;BANCOOB;68;0;4576738;1-2021;2020;2021-2020;BANCOOB
2021;1;Grupo Secundário;Conglomerado;BANESTES;48;0;1232727;1-2021;2020;2021-2020;BANESTES
2021;1;Grupo Secundário;Conglomerado;BANRISUL;536;0;5080031;1-2021;2020;2021-2020;BANRISUL
2021;1;Grupo Secundário;Conglomerado;BARIGUI;48;0;42559;1-2021;2020;2021-2020;BARIGUI
2021;1;Top 10;Conglomerado;BB;6470;0;68844801;1-2021;2020;2021-2020;BB
2021;1;Grupo Secundário;Conglomerado;BMG;2085;0;7202992;1-2021;2020;2021-2020;BMG
2021;1;Grupo Secundário;Conglomerado;BNP PARIBAS;787;0;2456247;1-2021;2020;2021-2020;BNP PARIBAS
2021;1;Grupo Secundário;Conglomerado;BNY MELLON;1;0;3744;1-2021;2020;2021-2020;BNY MELLON
2021;1;Top 10;Conglomerado;BRADESCO;8752;0;98648524;1-2021;2020;2021-2020;BRADESCO
2021;1;Grupo Secundário;Conglomerado;BRB;409;0;1111807;1-2021;2020;2021-2020;BRB
2021;1;Grupo Secundário;Conglomerado;BTG PACTUAL;133;0;766998;1-2021;2020;2021-2020;BTG PACTUAL
2021;1;Grupo Secundário;Conglomerado;C6 BANK;6745;0;6064085;1-2021;2020;2021-2020;C6 BANK
2021;1;Top 10;Conglomerado;CAIXA ECONÔMICA FEDERAL;16524;0;145367310;1-2021;2020;2021-2020;CAIXA ECONÔMICA FEDERAL
2021;1;Grupo Secundário;Conglomerado;CCB;151;0;224649;1-2021;2020;2021-2020;CCB
2021;1;Grupo Secundário;Conglomerado;CITIBANK;14;0;17612;1-2021;2020;2021-2020;CITIBANK
2021;1;Grupo Secundário;Conglomerado;COLOMBO;4;0;331101;1-2021;2020;2021-2020;COLOMBO
2021;1;Grupo Secundário;Conglomerado;CREFISA;261;0;2255383;1-2021;2020;2021-2020;CREFISA
2021;1;Grupo Secundário;Conglomerado;DAYCOVAL;844;0;1205882;1-2021;2020;2021-2020;DAYCOVAL
2021;1;Grupo Secundário;Conglomerado;FINAXIS;1;0;4066;1-2021;2020;2021-2020;FINAXIS
2021;1;Grupo Secundário;Conglomerado;GENIAL;10;0;16008;1-2021;2020;2021-2020;GENIAL
2021;1;Grupo Secundário;Conglomerado;GM;42;0;309105;1-2021;2020;2021-2020;GM
2021;1;Grupo Secundário;Conglomerado;GRUPO BONSUCESSO - BS2;327;0;777801;1-2021;2020;2021-2020;GRUPO BONSUCESSO - BS2
2021;1;Grupo Secundário;Conglomerado;GRUPO ZEMA;9;0;439232;1-2021;2020;2021-2020;GRUPO ZEMA
2021;1;Grupo Secundário;Conglomerado;HERVAL - HS;10;0;213321;1-2021;2020;2021-2020;HERVAL - HS
2021;1;Grupo Secundário;Conglomerado;HONDA;9;0;443975;1-2021;2020;2021-2020;HONDA
2021;1;Grupo Secundário;Conglomerado;INDUSTRIAL DO BRASIL;46;0;65443;1-2021;2020;2021-2020;INDUSTRIAL DO BRASIL
2021;1;Grupo Secundário;Conglomerado;INDUSVAL;4;0;5298;1-2021;2020;2021-2020;INDUSVAL
2021;1;Top 10;Conglomerado;INTER;2189;0;9631304;1-2021;2020;2021-2020;INTER
2021;1;Top 10;Conglomerado;ITAU;6878;0;82955510;1-2021;2020;2021-2020;ITAU
2021;1;Grupo Secundário;Conglomerado;JP MORGAN CHASE;1;0;3931;1-2021;2020;2021-2020;JP MORGAN CHASE
2021;1;Grupo Secundário;Conglomerado;LECCA;7;0;26060;1-2021;2020;2021-2020;LECCA
2021;1;Grupo Secundário;Conglomerado;MÁXIMA;119;0;100194;1-2021;2020;2021-2020;MÁXIMA
2021;1;Grupo Secundário;Conglomerado;MERCANTIL DO BRASIL;369;0;3479596;1-2021;2020;2021-2020;MERCANTIL DO BRASIL
2021;1;Grupo Secundário;Conglomerado;MERCEDES-BENZ;5;0;20651;1-2021;2020;2021-2020;MERCEDES-BENZ
2021;1;Grupo Secundário;Conglomerado;MODAL;112;0;1064679;1-2021;2020;2021-2020;MODAL
2021;1;Top 10;Conglomerado;NUBANK;19;0;13774766;1-2021;2020;2021-2020;NUBANK
2021;1;Grupo Secundário;Conglomerado;OMNI;136;0;4695792;1-2021;2020;2021-2020;OMNI
2021;1;Grupo Secundário;Conglomerado;ORIGINAL;844;0;3988641;1-2021;2020;2021-2020;ORIGINAL
2021;1;Grupo Secundário;Conglomerado;PAGBANK-PAGSEGURO;6;0;2476342;1-2021;2020;2021-2020;PAGBANK-PAGSEGURO
2021;1;Top 10;Conglomerado;PAN;3953;0;8907890;1-2021;2020;2021-2020;PAN
2021;1;Grupo Secundário;Conglomerado;PARANÁ BANCO;382;0;485854;1-2021;2020;2021-2020;PARANÁ BANCO
2021;1;Grupo Secundário;Conglomerado;PINE;1;0;12831;1-2021;2020;2021-2020;PINE
2021;1;Grupo Secundário;Conglomerado;PORTO SEGURO;258;0;2747125;1-2021;2020;2021-2020;PORTO SEGURO
2021;1;Grupo Secundário;Conglomerado;RENDIMENTO;6;0;24379;1-2021;2020;2021-2020;RENDIMENTO
2021;1;Grupo Secundário;Conglomerado;RODOBENS;5;0;13539;1-2021;2020;2021-2020;RODOBENS
2021;1;Grupo Secundário;Conglomerado;SAFRA;2088;0;3182584;1-2021;2020;2021-2020;SAFRA
2021;1;Top 10;Conglomerado;SANTANDER;6596;0;51331984;1-2021;2020;2021-2020;SANTANDER
2021;1;Grupo Secundário;Conglomerado;SICREDI;1;0;5562671;1-2021;2020;2021-2020;SICREDI
2021;1;Grupo Secundário;Conglomerado;SOFISA;68;0;314921;1-2021;2020;2021-2020;SOFISA
2021;1;Grupo Secundário;Conglomerado;SOROCRED;54;0;720886;1-2021;2020;2021-2020;SOROCRED
2021;1;Grupo Secundário;Conglomerado;UBS;4;0;0;1-2021;2020;2021-2020;UBS
2021;1;Grupo Secundário;Conglomerado;VOLKSWAGEN;73;0;377032;1-2021;2020;2021-2020;VOLKSWAGEN
2021;1;Grupo Secundário;Conglomerado;VOLVO;1;0;7736;1-2021;2020;2021-2020;VOLVO
2021;1;Top 10;Conglomerado;VOTORANTIM;703;0;15074861;1-2021;2020;2021-2020;VOTORANTIM
2021;1;Grupo Secundário;Conglomerado;WESTERN UNION;3;0;1;1-2021;2020;2021-2020;WESTERN UNION
2021;1;Grupo Secundário;Conglomerado;YAMAHA MOTOR;17;0;197837;1-2021;2020;2021-2020;YAMAHA MOTOR
2021;2;Demais bancos e financeiras;Conglomerado;ABC-BRASIL;2;0;28022;2-2021;2020;2021-2020;ABC-BRASIL
2021;2;Demais bancos e financeiras;Conglomerado;AGIBANK;357;0;1142941;2-2021;2020;2021-2020;AGIBANK
2021;2;Demais bancos e financeiras;Conglomerado;ALFA;67;0;416540;2-2021;2020;2021-2020;ALFA
2021;2;Demais bancos e financeiras;Conglomerado;ANDBANK;5;0;4320;2-2021;2020;2021-2020;ANDBANK
2021;2;Demais bancos e financeiras;Conglomerado;BANCO SICOOB;30;0;4794630;2-2021;2020;2021-2020;BANCO SICOOB
2021;2;Demais bancos e financeiras;Conglomerado;BANESTES;66;0;1333666;2-2021;2020;2021-2020;BANESTES
2021;2;Demais bancos e financeiras;Conglomerado;BANRISUL;660;0;5052830;2-2021;2020;2021-2020;BANRISUL
2021;2;Demais bancos e financeiras;Conglomerado;BARIGUI;42;0;99110;2-2021;2020;2021-2020;BARIGUI
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;BB;5182;0;69010996;2-2021;2020;2021-2020;BB
2021;2;Demais bancos e financeiras;Conglomerado;BMG;1728;0;7804650;2-2021;2020;2021-2020;BMG
2021;2;Demais bancos e financeiras;Conglomerado;BMW;2;0;27683;2-2021;2020;2021-2020;BMW
2021;2;Demais bancos e financeiras;Conglomerado;BNP PARIBAS;818;0;2373655;2-2021;2020;2021-2020;BNP PARIBAS
2021;2;Demais bancos e financeiras;Conglomerado;BOFA MERRILL LYNCH;1;0;4484;2-2021;2020;2021-2020;BOFA MERRILL LYNCH
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;BRADESCO;9639;0;99260817;2-2021;2020;2021-2020;BRADESCO
2021;2;Demais bancos e financeiras;Conglomerado;BRB;802;0;1754926;2-2021;2020;2021-2020;BRB
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;BTG PACTUAL/BANCO PAN;3630;0;12576773;2-2021;2020;2021-2020;BTG PACTUAL/BANCO PAN
2021;2;Demais bancos e financeiras;Conglomerado;C6 BANK;5770;0;8465478;2-2021;2020;2021-2020;C6 BANK
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;CAIXA ECONÔMICA FEDERAL;16006;0;145684233;2-2021;2020;2021-2020;CAIXA ECONÔMICA FEDERAL
2021;2;Demais bancos e financeiras;Conglomerado;CCB;129;0;216849;2-2021;2020;2021-2020;CCB
2021;2;Demais bancos e financeiras;Conglomerado;CITIBANK;3;0;17853;2-2021;2020;2021-2020;CITIBANK
2021;2;Demais bancos e financeiras;Conglomerado;COLOMBO;2;0;339230;2-2021;2020;2021-2020;COLOMBO
2021;2;Demais bancos e financeiras;Conglomerado;CREFISA;354;0;2450772;2-2021;2020;2021-2020;CREFISA
2021;2;Demais bancos e financeiras;Conglomerado;DAYCOVAL;1656;0;1292129;2-2021;2020;2021-2020;DAYCOVAL
2021;2;Demais bancos e financeiras;Conglomerado;GAZIN;1;0;35777;2-2021;2020;2021-2020;GAZIN
2021;2;Demais bancos e financeiras;Conglomerado;GENIAL;23;0;106974;2-2021;2020;2021-2020;GENIAL
2021;2;Demais bancos e financeiras;Conglomerado;GM;41;0;297112;2-2021;2020;2021-2020;GM
2021;2;Demais bancos e financeiras;Conglomerado;GRUPO BONSUCESSO - BS2;377;0;846668;2-2021;2020;2021-2020;GRUPO BONSUCESSO - BS2
2021;2;Demais bancos e financeiras;Conglomerado;GRUPO ZEMA;7;0;445945;2-2021;2020;2021-2020;GRUPO ZEMA
2021;2;Demais bancos e financeiras;Conglomerado;HERVAL - HS;13;0;219304;2-2021;2020;2021-2020;HERVAL - HS
2021;2;Demais bancos e financeiras;Conglomerado;HONDA;20;0;436893;2-2021;2020;2021-2020;HONDA
2021;2;Demais bancos e financeiras;Conglomerado;INDUSTRIAL DO BRASIL;29;0;64088;2-2021;2020;2021-2020;INDUSTRIAL DO BRASIL
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;INTER;1786;0;11467628;2-2021;2020;2021-2020;INTER
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;ITAU;6527;0;85710724;2-2021;2020;2021-2020;ITAU
2021;2;Demais bancos e financeiras;Conglomerado;LECCA;3;0;26488;2-2021;2020;2021-2020;LECCA
2021;2;Demais bancos e financeiras;Conglomerado;MASTER;168;0;98576;2-2021;2020;2021-2020;MASTER
2021;2;Demais bancos e financeiras;Conglomerado;MERCADO CRÉDITO;1;0;24423;2-2021;2020;2021-2020;MERCADO CRÉDITO
2021;2;Demais bancos e financeiras;Conglomerado;MERCANTIL DO BRASIL;715;0;3701652;2-2021;2020;2021-2020;MERCANTIL DO BRASIL
2021;2;Demais bancos e financeiras;Conglomerado;MERCEDES-BENZ;6;0;20275;2-2021;2020;2021-2020;MERCEDES-BENZ
2021;2;Demais bancos e financeiras;Conglomerado;MODAL;67;0;1153324;2-2021;2020;2021-2020;MODAL
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;NUBANK;25;0;17916854;2-2021;2020;2021-2020;NUBANK
2021;2;Demais bancos e financeiras;Conglomerado;OMNI;139;0;4908486;2-2021;2020;2021-2020;OMNI
2021;2;Demais bancos e financeiras;Conglomerado;ORIGINAL;956;0;4730387;2-2021;2020;2021-2020;ORIGINAL
2021;2;Demais bancos e financeiras;Conglomerado;PAGBANK-PAGSEGURO;13;0;3013459;2-2021;2020;2021-2020;PAGBANK-PAGSEGURO
2021;2;Demais bancos e financeiras;Conglomerado;PARANÁ BANCO;386;0;486166;2-2021;2020;2021-2020;PARANÁ BANCO
2021;2;Demais bancos e financeiras;Conglomerado;PINE;2;0;13502;2-2021;2020;2021-2020;PINE
2021;2;Demais bancos e financeiras;Conglomerado;PORTO SEGURO;204;0;2867211;2-2021;2020;2021-2020;PORTO SEGURO
2021;2;Demais bancos e financeiras;Conglomerado;RENDIMENTO;16;0;25046;2-2021;2020;2021-2020;RENDIMENTO
2021;2;Demais bancos e financeiras;Conglomerado;RODOBENS;5;0;14012;2-2021;2020;2021-2020;RODOBENS
2021;2;Demais bancos e financeiras;Conglomerado;SAFRA;1907;0;3397199;2-2021;2020;2021-2020;SAFRA
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;SANTANDER;6728;0;52415407;2-2021;2020;2021-2020;SANTANDER
2021;2;Demais bancos e financeiras;Conglomerado;SICREDI;4;0;5841394;2-2021;2020;2021-2020;SICREDI
2021;2;Demais bancos e financeiras;Conglomerado;SIMPALA;1;0;2271;2-2021;2020;2021-2020;SIMPALA
2021;2;Demais bancos e financeiras;Conglomerado;SINOSSERRA;1;0;9729;2-2021;2020;2021-2020;SINOSSERRA
2021;2;Demais bancos e financeiras;Conglomerado;SOCIETE GENERALE;1;0;670;2-2021;2020;2021-2020;SOCIETE GENERALE
2021;2;Demais bancos e financeiras;Conglomerado;SOFISA;70;0;343924;2-2021;2020;2021-2020;SOFISA
2021;2;Demais bancos e financeiras;Conglomerado;SOROCRED;58;0;602379;2-2021;2020;2021-2020;SOROCRED
2021;2;Demais bancos e financeiras;Conglomerado;VOITER;4;0;5810;2-2021;2020;2021-2020;VOITER
2021;2;Demais bancos e financeiras;Conglomerado;VOLKSWAGEN;112;0;367195;2-2021;2020;2021-2020;VOLKSWAGEN
2021;2;Demais bancos e financeiras;Conglomerado;VOLVO;2;0;7220;2-2021;2020;2021-2020;VOLVO
2021;2;Top 10 - Bancos e Financeiras;Conglomerado;VOTORANTIM;749;0;16774345;2-2021;2020;2021-2020;VOTORANTIM
2021;2;Demais bancos e financeiras;Conglomerado;VR;1;0;70;2-2021;2020;2021-2020;VR
2021;2;Demais bancos e financeiras;Conglomerado;WESTERN UNION;4;0;1;2-2021;2020;2021-2020;WESTERN UNION
2021;2;Demais bancos e financeiras;Conglomerado;XP;21;0;0;2-2021;2020;2021-2020;XP
2021;2;Demais bancos e financeiras;Conglomerado;YAMAHA MOTOR;15;0;204014;2-2021;2020;2021-2020;YAMAHA MOTOR
